# host=authbc-pi4a
# run_utc=20260729T051258Z
# platform=Linux-6.12.93+rpt-rpi-v8-aarch64-with-glibc2.36
# python=3.12.13
# gpio_backend=gpiod
# duration_s=60.0
# reps=5
# manifest=manifest_doveragg.json
# samples=samples_doveragg.csv
# channel=P1
# reduced_utc=2026-07-29T05:14:25.733666+00:00
op,rep,p_idle_w,p_loop_w,delta_p_w,t_loop_s,n_ops,energy_per_op_j,energy_per_op_uj
e2e_frame_pipeline,1,1.92068,2.64975,0.72907,60.00100783800008,23723,0.0018439824876740083,1843.982488
e2e_frame_pipeline,2,1.90404,2.65519,0.75115,60.00232273599977,23779,0.0018954039864851723,1895.403986
e2e_frame_pipeline,3,1.90266,2.64822,0.74556,60.000396463998186,23724,0.0018856049534736036,1885.604953
e2e_frame_pipeline,4,1.90136,2.64426,0.7429,60.0002510359991,23767,0.0018754697069220344,1875.469707
e2e_frame_pipeline,5,1.89963,2.64367,0.74404,60.00149370000145,23737,0.0018807682459348104,1880.768246
