# python=3.12.3
# platform=Linux-6.6.114.1-microsoft-standard-WSL2-x86_64-with-glibc2.39
# cpu=Intel(R) Core(TM) i5-14400F
# governor=WSL, governor uncontrolled
# cryptography=45.0.7
# blspy=2.0.3
# cbor2=5.8.0
# msgpack=1.2.1
# run=lora_codesign
# config_hash=633a009799f06ac4
on_pareto,dr,sf,bw_khz,sensitivity_dbm,relative_range,encoding,scheme,placement,batch,chain_mode,frame_bytes,bytes_per_rec,toa_ms,duty_interval_s,lambda_rec_per_s,freshness_s,airtime_per_rec_ms,V,adopted
0,5,7,125,-123.0,1.4125,cbor,ecdsa_p256,A,1,per_record,174.3,174.252,302.34,30.23,0.03308,30.23,302.34,0.95,0
0,5,7,125,-123.0,1.4125,cbor,ecdsa_p256,A,1,per_frame,174.3,174.252,302.34,30.23,0.03308,30.23,302.34,0.95,1
0,5,7,125,-123.0,1.4125,cbor,ecdsa_p256,B,1,per_record,174.3,174.252,302.34,30.23,0.03308,30.23,302.34,0.95,0
0,5,7,125,-123.0,1.4125,cbor,ecdsa_p256,B,1,per_frame,174.3,174.252,302.34,30.23,0.03308,30.23,302.34,0.95,1
0,5,7,125,-123.0,1.4125,cbor,ecdsa_p256,D,1,per_record,174.3,174.252,302.34,30.23,0.03308,30.23,302.34,0.95,0
0,5,7,125,-123.0,1.4125,cbor,ecdsa_p256,D,1,per_frame,174.3,174.252,302.34,30.23,0.03308,30.23,302.34,0.95,1
0,6,7,250,-120.0,1.0,msgpack,ed25519,B,3,per_frame,239.5,79.827,197.25,19.72,0.15209,19.72,65.75,0.95,1
0,6,7,250,-120.0,1.0,msgpack,ed25519,D,3,per_frame,239.5,79.827,197.25,19.72,0.15209,19.72,65.75,0.95,1
0,6,7,250,-120.0,1.0,msgpack,ecdsa_p256,B,3,per_frame,239.5,79.827,197.25,19.72,0.15209,19.72,65.75,0.95,1
0,6,7,250,-120.0,1.0,msgpack,ecdsa_p256,D,3,per_frame,239.5,79.827,197.25,19.72,0.15209,19.72,65.75,0.95,1
0,6,7,250,-120.0,1.0,delta,ed25519,B,2,per_record,198.0,98.998,166.53,16.65,0.1201,16.65,83.26,0.95,0
0,6,7,250,-120.0,1.0,delta,ed25519,D,2,per_record,198.0,98.998,166.53,16.65,0.1201,16.65,83.26,0.95,0
0,6,7,250,-120.0,1.0,delta,ecdsa_p256,B,2,per_record,198.0,98.998,166.53,16.65,0.1201,16.65,83.26,0.95,0
0,6,7,250,-120.0,1.0,delta,ecdsa_p256,D,2,per_record,198.0,98.998,166.53,16.65,0.1201,16.65,83.26,0.95,0
0,6,7,250,-120.0,1.0,cbor,ed25519,B,2,per_frame,208.5,104.252,174.21,17.42,0.11481,17.42,87.1,0.95,1
0,6,7,250,-120.0,1.0,cbor,ed25519,D,2,per_frame,208.5,104.252,174.21,17.42,0.11481,17.42,87.1,0.95,1
0,6,7,250,-120.0,1.0,cbor,ecdsa_p256,B,2,per_frame,208.5,104.252,174.21,17.42,0.11481,17.42,87.1,0.95,1
0,6,7,250,-120.0,1.0,cbor,ecdsa_p256,D,2,per_frame,208.5,104.252,174.21,17.42,0.11481,17.42,87.1,0.95,1
0,6,7,250,-120.0,1.0,msgpack,ed25519,B,2,per_frame,206.3,103.16,174.21,17.42,0.11481,17.42,87.1,0.95,1
0,6,7,250,-120.0,1.0,msgpack,ed25519,D,2,per_frame,206.3,103.16,174.21,17.42,0.11481,17.42,87.1,0.95,1
0,6,7,250,-120.0,1.0,msgpack,ecdsa_p256,B,2,per_frame,206.3,103.16,174.21,17.42,0.11481,17.42,87.1,0.95,1
0,6,7,250,-120.0,1.0,msgpack,ecdsa_p256,D,2,per_frame,206.3,103.16,174.21,17.42,0.11481,17.42,87.1,0.95,1
0,6,7,250,-120.0,1.0,delta,ed25519,A,2,per_frame,230.0,114.998,189.57,18.96,0.1055,18.96,94.78,0.95,1
0,6,7,250,-120.0,1.0,delta,ecdsa_p256,A,2,per_frame,230.0,114.998,189.57,18.96,0.1055,18.96,94.78,0.95,1
0,6,7,250,-120.0,1.0,msgpack,ed25519,B,2,per_record,238.3,119.16,197.25,19.72,0.1014,19.72,98.62,0.95,0
0,6,7,250,-120.0,1.0,msgpack,ed25519,D,2,per_record,238.3,119.16,197.25,19.72,0.1014,19.72,98.62,0.95,0
0,6,7,250,-120.0,1.0,msgpack,ecdsa_p256,B,2,per_record,238.3,119.16,197.25,19.72,0.1014,19.72,98.62,0.95,0
0,6,7,250,-120.0,1.0,msgpack,ecdsa_p256,D,2,per_record,238.3,119.16,197.25,19.72,0.1014,19.72,98.62,0.95,0
0,6,7,250,-120.0,1.0,cbor,ed25519,B,2,per_record,240.5,120.252,199.81,19.98,0.1001,19.98,99.9,0.95,0
0,6,7,250,-120.0,1.0,cbor,ed25519,D,2,per_record,240.5,120.252,199.81,19.98,0.1001,19.98,99.9,0.95,0
0,6,7,250,-120.0,1.0,cbor,ecdsa_p256,B,2,per_record,240.5,120.252,199.81,19.98,0.1001,19.98,99.9,0.95,0
0,6,7,250,-120.0,1.0,cbor,ecdsa_p256,D,2,per_record,240.5,120.252,199.81,19.98,0.1001,19.98,99.9,0.95,0
0,6,7,250,-120.0,1.0,msgpack,ed25519,A,1,per_record,173.2,173.16,148.61,14.86,0.06729,14.86,148.61,0.95,0
0,6,7,250,-120.0,1.0,msgpack,ed25519,A,1,per_frame,173.2,173.16,148.61,14.86,0.06729,14.86,148.61,0.95,1
0,6,7,250,-120.0,1.0,msgpack,ed25519,B,1,per_record,173.2,173.16,148.61,14.86,0.06729,14.86,148.61,0.95,0
0,6,7,250,-120.0,1.0,msgpack,ed25519,B,1,per_frame,173.2,173.16,148.61,14.86,0.06729,14.86,148.61,0.95,1
0,6,7,250,-120.0,1.0,msgpack,ed25519,D,1,per_record,173.2,173.16,148.61,14.86,0.06729,14.86,148.61,0.95,0
0,6,7,250,-120.0,1.0,msgpack,ed25519,D,1,per_frame,173.2,173.16,148.61,14.86,0.06729,14.86,148.61,0.95,1
0,6,7,250,-120.0,1.0,msgpack,ecdsa_p256,A,1,per_record,173.2,173.16,148.61,14.86,0.06729,14.86,148.61,0.95,0
0,6,7,250,-120.0,1.0,msgpack,ecdsa_p256,A,1,per_frame,173.2,173.16,148.61,14.86,0.06729,14.86,148.61,0.95,1
0,6,7,250,-120.0,1.0,msgpack,ecdsa_p256,B,1,per_record,173.2,173.16,148.61,14.86,0.06729,14.86,148.61,0.95,0
0,6,7,250,-120.0,1.0,msgpack,ecdsa_p256,B,1,per_frame,173.2,173.16,148.61,14.86,0.06729,14.86,148.61,0.95,1
0,6,7,250,-120.0,1.0,msgpack,ecdsa_p256,D,1,per_record,173.2,173.16,148.61,14.86,0.06729,14.86,148.61,0.95,0
0,6,7,250,-120.0,1.0,msgpack,ecdsa_p256,D,1,per_frame,173.2,173.16,148.61,14.86,0.06729,14.86,148.61,0.95,1
0,6,7,250,-120.0,1.0,cbor,ed25519,A,1,per_record,174.3,174.252,151.17,15.12,0.06615,15.12,151.17,0.95,0
0,6,7,250,-120.0,1.0,cbor,ed25519,A,1,per_frame,174.3,174.252,151.17,15.12,0.06615,15.12,151.17,0.95,1
0,6,7,250,-120.0,1.0,cbor,ed25519,B,1,per_record,174.3,174.252,151.17,15.12,0.06615,15.12,151.17,0.95,0
0,6,7,250,-120.0,1.0,cbor,ed25519,B,1,per_frame,174.3,174.252,151.17,15.12,0.06615,15.12,151.17,0.95,1
0,6,7,250,-120.0,1.0,cbor,ed25519,D,1,per_record,174.3,174.252,151.17,15.12,0.06615,15.12,151.17,0.95,0
0,6,7,250,-120.0,1.0,cbor,ed25519,D,1,per_frame,174.3,174.252,151.17,15.12,0.06615,15.12,151.17,0.95,1
0,6,7,250,-120.0,1.0,cbor,ecdsa_p256,A,1,per_record,174.3,174.252,151.17,15.12,0.06615,15.12,151.17,0.95,0
0,6,7,250,-120.0,1.0,cbor,ecdsa_p256,A,1,per_frame,174.3,174.252,151.17,15.12,0.06615,15.12,151.17,0.95,1
0,6,7,250,-120.0,1.0,cbor,ecdsa_p256,B,1,per_record,174.3,174.252,151.17,15.12,0.06615,15.12,151.17,0.95,0
0,6,7,250,-120.0,1.0,cbor,ecdsa_p256,B,1,per_frame,174.3,174.252,151.17,15.12,0.06615,15.12,151.17,0.95,1
0,6,7,250,-120.0,1.0,cbor,ecdsa_p256,D,1,per_record,174.3,174.252,151.17,15.12,0.06615,15.12,151.17,0.95,0
0,6,7,250,-120.0,1.0,cbor,ecdsa_p256,D,1,per_frame,174.3,174.252,151.17,15.12,0.06615,15.12,151.17,0.95,1
