# schema=authbc.energy.samples/1
# capture_host=DESKTOP-TROHJN7
# platform=Linux-6.6.114.1-microsoft-standard-WSL2-x86_64-with-glibc2.39
# port=/dev/ttyACM0
# baud=115200
# capture_start_utc=20260727T231443Z
ms,window,wtrans,V1,I1_mA,P1_W,V2,I2_mA,P2_W
8068,1,1,5.040,409.6,2.0680,5.220,420.2,2.1880
8088,1,1,5.044,409.8,2.0680,5.220,420.0,2.1880
8108,1,1,5.044,413.9,2.0900,5.212,459.7,2.3960
8128,1,1,5.044,412.5,2.0640,5.216,420.7,2.1960
8148,1,1,5.044,413.5,2.0680,5.220,419.1,2.1860
8168,1,1,5.048,409.3,2.0680,5.220,418.7,2.1860
8188,1,1,5.048,413.4,2.0840,5.220,419.6,2.1920
8208,1,1,5.044,415.0,2.0740,5.212,459.1,2.3920
8228,1,1,5.048,413.1,2.0640,5.220,420.6,2.1960
8248,1,1,5.040,411.2,2.0680,5.216,420.2,2.1920
8268,1,1,5.044,411.6,2.0740,5.216,419.8,2.1880
8288,1,1,5.052,412.5,2.0800,5.220,420.0,2.1880
8308,1,1,5.044,414.2,2.0800,5.220,428.0,2.2320
8328,1,1,5.048,412.8,2.0840,5.220,420.1,2.1920
8348,1,1,5.044,409.6,2.0940,5.220,422.4,2.2020
8368,1,1,5.048,409.3,2.0640,5.212,465.6,2.4280
8388,1,1,5.036,411.2,2.0740,5.208,465.7,2.4240
8408,1,1,5.032,413.6,2.0680,5.212,465.5,2.4240
8428,1,1,5.044,413.1,2.0640,5.212,465.1,2.4220
8448,1,1,5.048,411.9,2.0700,5.216,432.3,2.2540
8468,1,1,5.048,411.4,2.0780,5.220,433.9,2.2540
8488,1,1,5.040,419.2,2.1200,5.216,432.6,2.2540
8508,1,1,5.052,410.0,2.0520,5.216,424.8,2.2160
8528,1,1,5.048,410.3,2.1040,5.216,421.1,2.1960
8548,1,1,5.048,409.6,2.0780,5.220,419.3,2.1860
8568,1,1,5.008,449.2,2.2580,5.220,418.5,2.1860
8588,1,1,5.024,446.1,2.2420,5.220,419.8,2.1860
8608,1,1,5.024,444.4,2.2380,5.224,423.0,2.2080
8628,1,1,5.024,447.8,2.2340,5.216,420.1,2.1920
8648,1,1,5.028,447.6,2.2340,5.220,419.4,2.1880
8668,1,1,5.044,413.9,2.0880,5.220,419.1,2.1920
8688,1,1,5.048,414.8,2.0900,5.216,419.2,2.1880
8708,1,1,5.044,413.2,2.0680,5.220,419.5,2.1880
8728,1,1,5.044,410.7,2.0800,5.220,419.1,2.1860
8748,1,1,5.044,408.9,2.0980,5.220,420.7,2.1960
8768,1,1,5.048,414.9,2.0940,5.220,418.7,2.1920
8788,1,1,5.048,409.7,2.0680,5.220,419.1,2.1920
8808,1,1,5.064,371.1,1.8800,5.220,418.3,2.1820
8828,1,1,5.032,383.2,1.8840,5.220,419.9,2.1880
8848,1,1,5.064,370.7,1.8720,5.220,418.1,2.1820
8868,1,1,5.068,372.9,1.8900,5.216,419.1,2.1880
8888,1,1,5.064,374.5,1.8980,5.224,418.5,2.1860
8908,1,1,5.068,371.9,1.8880,5.220,419.8,2.1920
8928,1,1,5.056,404.8,2.0800,5.212,423.9,2.2120
8948,1,1,5.060,373.7,1.8800,5.220,419.2,2.1880
8968,1,1,5.060,372.4,1.8840,5.220,420.1,2.1860
8988,1,1,5.060,366.5,1.8520,5.216,419.7,2.1920
9008,1,1,5.060,375.2,1.8520,5.220,419.1,2.1880
9028,1,1,5.064,373.2,1.9440,5.212,459.2,2.3920
9048,1,1,5.068,372.6,1.8540,5.220,421.2,2.1980
9068,1,1,5.068,367.5,1.8580,5.220,419.4,2.1880
9088,1,1,5.072,372.7,1.8900,5.220,418.8,2.1980
9108,1,1,5.068,368.0,1.8840,5.220,419.2,2.1860
9128,1,1,5.064,368.2,1.8900,5.216,436.4,2.2740
9148,1,1,5.060,372.1,1.8880,5.216,418.2,2.1820
9168,1,1,5.068,368.4,1.8640,5.220,418.6,2.1880
9188,1,1,5.056,365.2,1.8480,5.220,419.0,2.1880
9208,1,1,5.064,366.3,1.8900,5.220,418.8,2.1860
9228,1,1,5.056,371.7,1.8840,5.220,418.9,2.1860
9248,1,1,5.068,366.7,1.8580,5.220,421.0,2.1980
9268,1,1,5.060,368.2,1.8640,5.220,420.0,2.1860
9288,1,1,5.056,373.1,1.8900,5.220,418.8,2.1920
9308,1,1,5.064,370.5,1.8740,5.220,421.1,2.1960
9328,1,1,5.068,369.2,1.8800,5.220,419.8,2.1920
9348,1,1,5.060,368.8,1.8680,5.216,419.1,2.1880
9368,1,1,5.064,373.5,1.8900,5.220,419.0,2.1920
9388,1,1,5.064,372.9,1.8900,5.220,421.6,2.1920
9408,1,1,5.060,367.5,1.8720,5.216,419.3,2.1880
9428,1,1,5.060,375.1,1.8620,5.216,419.1,2.1860
9448,1,1,5.072,367.1,1.8580,5.220,418.8,2.1860
9468,1,1,5.064,373.2,1.8880,5.216,418.9,2.1880
9488,1,1,5.064,368.9,1.8640,5.220,418.9,2.1920
9508,1,1,5.056,375.1,1.8680,5.220,421.1,2.1980
9528,1,1,5.068,366.6,1.8800,5.220,419.8,2.1880
9548,1,1,5.092,372.2,1.8900,5.220,419.7,2.1880
9568,1,1,5.064,367.2,1.8580,5.220,419.1,2.1820
9588,1,1,5.068,375.6,1.9040,5.220,419.7,2.1860
9608,1,1,5.064,366.4,1.9080,5.216,418.8,2.1860
9628,1,1,5.060,375.2,1.8540,5.220,420.1,2.1920
9648,1,1,5.024,379.4,1.9260,5.220,420.7,2.1960
9668,1,1,5.060,371.8,1.8800,5.220,419.2,2.1800
9688,1,1,5.056,372.3,1.8840,5.220,419.9,2.1860
9708,1,1,5.068,369.0,1.8780,5.220,418.9,2.1860
9728,1,1,5.072,372.2,1.8580,5.220,418.9,2.1860
9748,1,1,5.036,411.3,2.0680,5.220,419.3,2.1860
9768,1,1,5.060,370.8,1.8780,5.220,420.6,2.1920
9788,1,1,5.064,369.0,1.8680,5.216,419.4,2.1880
9808,1,1,5.060,371.5,1.8900,5.216,419.7,2.1880
9828,1,1,5.060,370.2,1.8800,5.220,418.8,2.1860
9848,1,1,5.056,384.0,1.9340,5.212,445.6,2.3260
9868,1,1,5.060,373.2,1.8900,5.220,421.5,2.1880
9888,1,1,5.064,371.3,1.8800,5.220,419.3,2.1920
9908,1,1,5.064,371.1,1.8740,5.224,418.6,2.1860
9928,1,1,5.056,371.9,1.8800,5.220,421.1,2.1960
9948,1,1,5.068,373.7,1.8940,5.216,458.6,2.3880
9968,1,1,5.052,370.1,1.8720,5.220,419.2,2.1860
9988,1,1,5.068,372.7,1.8880,5.220,419.0,2.1920
10008,1,1,5.068,371.1,1.8680,5.220,419.5,2.1880
10028,1,1,5.064,368.9,1.8740,5.216,420.1,2.1920
10048,1,1,5.060,370.9,1.8780,5.220,421.9,2.1980
10068,1,1,5.064,373.9,1.8940,5.220,419.3,2.1880
10088,1,1,5.052,369.4,1.8720,5.220,420.0,2.1880
10108,1,1,5.068,372.5,1.8840,5.220,419.0,2.1860
10128,1,1,5.064,371.9,1.8800,5.216,418.7,2.1820
10148,1,1,5.064,372.5,1.8880,5.220,418.3,2.1820
10168,1,1,5.068,371.5,1.8800,5.220,420.4,2.2180
10188,1,1,5.072,373.2,1.8900,5.220,419.7,2.1860
10208,1,1,5.072,365.7,1.8980,5.220,421.4,2.1980
10228,1,1,5.068,371.2,1.8720,5.220,419.6,2.1880
10248,1,1,5.068,374.1,1.8940,5.220,419.3,2.1860
10268,1,1,5.068,369.5,1.8720,5.220,418.9,2.1960
10288,1,1,5.072,373.6,1.8900,5.220,420.1,2.1860
10308,1,1,5.068,371.4,1.8840,5.220,423.0,2.2080
10328,1,1,5.056,374.8,1.8520,5.220,420.1,2.1920
10348,1,1,5.068,370.6,1.8780,5.220,420.3,2.1920
10368,1,1,5.088,366.5,1.8620,5.220,420.5,2.1920
10388,1,1,5.068,374.1,1.8940,5.220,420.0,2.1860
10408,1,1,5.072,370.5,1.8880,5.220,419.6,2.1880
10428,1,1,5.068,368.9,1.8780,5.220,420.2,2.1920
10448,1,1,5.056,371.2,1.8780,5.220,423.6,2.2080
10468,1,1,5.076,373.8,1.9000,5.220,419.4,2.1880
10488,1,1,5.072,372.9,1.8880,5.220,419.8,2.1880
10508,1,1,5.060,367.5,1.8900,5.216,419.2,2.1880
10528,1,1,5.064,372.9,1.8720,5.220,426.7,2.2280
10548,1,1,5.060,374.2,1.8940,5.216,419.5,2.1880
10568,1,1,5.020,386.9,1.9620,5.224,422.3,2.1880
10588,1,1,5.068,374.4,1.8980,5.216,419.2,2.1880
10608,1,1,5.068,369.0,1.8840,5.220,419.2,2.1860
10628,1,1,5.072,369.5,1.9160,5.216,420.3,2.1920
10648,1,1,5.060,373.6,1.8940,5.220,420.5,2.1920
10668,1,1,5.056,402.9,2.0260,5.212,464.6,2.2520
10688,1,1,5.064,372.8,1.8880,5.216,429.4,2.2080
10708,1,1,5.068,371.3,1.8800,5.220,419.2,2.1880
10728,1,1,5.056,371.1,1.8840,5.220,419.4,2.1880
10748,1,1,5.060,371.1,1.8780,5.220,418.5,2.1820
10768,1,1,5.064,378.7,1.9140,5.216,459.9,2.3980
10788,1,1,5.064,367.2,1.8900,5.220,419.7,2.1920
10808,1,1,5.064,368.2,1.9000,5.220,419.3,2.1860
10828,1,1,5.064,371.2,1.8680,5.220,420.8,2.1960
10848,1,1,5.056,371.5,1.8780,5.220,419.0,2.1860
10868,1,1,5.072,372.6,1.8900,5.220,428.7,2.2380
10888,1,1,5.064,370.0,1.8840,5.220,419.4,2.2020
10908,1,1,5.060,372.1,1.8720,5.220,418.8,2.1820
10928,1,1,5.060,375.0,1.8620,5.220,419.5,2.1880
10948,1,1,5.068,369.2,1.8720,5.216,419.4,2.1880
10968,1,1,5.056,367.0,1.8580,5.220,419.2,2.1920
10988,1,1,5.056,373.3,1.8780,5.220,420.1,2.1920
11008,1,1,5.060,373.9,1.8680,5.220,418.9,2.1860
11028,1,1,5.068,369.7,1.9000,5.220,419.2,2.1860
11048,1,1,5.068,373.7,1.8940,5.220,418.9,2.1860
11068,1,1,5.056,366.2,1.8520,5.220,418.9,2.1880
11088,1,1,5.104,410.5,2.0880,5.216,419.2,2.1880
11108,1,1,5.036,421.6,2.0880,5.220,419.9,2.1920
11128,1,1,5.040,413.1,2.0640,5.216,451.0,2.3500
11148,1,1,5.036,409.4,2.0620,5.212,453.6,2.3620
11168,1,1,5.048,416.0,2.1000,5.212,452.6,2.3620
11188,1,1,5.044,414.0,2.0680,5.212,451.8,2.3560
11208,1,1,5.044,412.2,2.0700,5.216,419.0,2.1860
11228,1,1,5.048,408.5,2.0780,5.220,419.6,2.1880
11248,1,1,5.048,409.5,2.0680,5.220,419.2,2.1860
11268,1,1,5.044,413.0,2.0840,5.216,420.0,2.2060
11288,1,1,5.040,408.8,2.0740,5.220,419.9,2.1860
11308,1,1,5.048,414.2,2.0620,5.220,419.2,2.1860
11328,1,1,5.048,414.0,2.0840,5.216,419.3,2.1860
11348,1,1,5.028,446.8,2.2440,5.220,419.1,2.1880
11368,1,1,5.028,445.2,2.2380,5.220,419.5,2.1960
11388,1,1,5.020,445.5,2.2380,5.220,421.5,2.1820
11408,1,1,5.028,446.6,2.2340,5.220,419.5,2.1880
11428,1,1,5.048,409.4,2.0620,5.220,419.7,2.1880
11448,1,1,5.048,409.0,2.0640,5.220,420.0,2.1920
11468,1,1,5.048,408.3,2.0580,5.220,420.0,2.1860
11488,1,1,5.052,410.2,2.0900,5.212,467.6,2.2080
11508,1,1,5.040,411.4,2.0680,5.216,418.6,2.1820
11528,1,1,5.044,407.8,2.1000,5.220,419.0,2.1860
11548,1,1,5.048,412.0,2.0800,5.220,419.1,2.1860
11568,1,1,5.048,412.5,2.0800,5.220,419.2,2.1920
11588,1,1,5.044,414.6,2.0620,5.212,459.5,2.3980
11608,1,1,5.044,408.5,2.0800,5.220,422.1,2.2020
11628,1,1,5.044,409.7,2.0880,5.216,419.9,2.1880
11648,1,1,5.048,417.3,2.1040,5.220,419.0,2.1820
11668,1,1,5.048,410.0,2.0680,5.216,419.4,2.1960
11688,1,1,5.044,411.8,2.0580,5.216,441.5,2.3980
11708,1,1,5.048,412.8,2.0680,5.220,418.3,2.1820
11728,1,1,5.048,410.7,2.0680,5.220,418.9,2.1860
11748,1,1,5.044,411.9,2.0780,5.220,418.8,2.1860
11768,1,1,5.052,410.2,2.0680,5.220,419.5,2.1920
11788,1,1,5.048,412.6,2.0620,5.220,419.0,2.1920
11808,1,1,5.048,414.6,2.0800,5.220,420.0,2.1920
11828,1,1,5.048,408.5,2.0880,5.220,419.5,2.1880
11848,1,1,5.048,409.7,2.0700,5.220,419.4,2.1880
11868,1,1,5.044,410.2,2.0700,5.220,420.6,2.1860
11888,1,1,5.048,411.8,2.0840,5.220,418.0,2.1920
11908,1,1,5.040,407.9,2.0840,5.216,419.5,2.1880
11928,1,1,4.988,485.9,2.4020,5.220,419.5,2.1880
11948,1,1,5.064,408.0,2.0620,5.220,423.5,2.2080
11968,1,1,5.044,414.3,2.0880,5.220,419.2,2.1880
11988,1,1,5.044,408.5,2.0840,5.220,419.3,2.1860
12008,1,1,5.056,409.7,2.0900,5.220,420.2,2.1920
12028,1,1,5.040,408.4,2.0580,5.220,419.7,2.1920
12048,1,1,5.044,411.9,2.0780,5.224,420.4,2.1920
12068,1,1,5.044,408.6,2.0580,5.220,421.6,2.1880
12088,1,1,5.044,408.6,2.0840,5.220,418.7,2.1860
12108,1,1,5.048,409.8,2.0880,5.220,418.9,2.1860
12128,1,1,5.048,410.4,2.0700,5.220,419.3,2.1860
12148,1,1,5.044,410.5,2.0680,5.220,419.2,2.1860
12168,1,1,5.048,409.9,2.0640,5.220,420.7,2.1880
12188,1,1,5.048,411.3,2.0940,5.220,416.1,2.1880
12208,1,1,5.036,417.3,2.0900,5.220,419.2,2.1860
12228,1,1,5.040,410.6,2.0740,5.220,418.9,2.1860
12248,1,1,5.044,414.8,2.0940,5.220,419.1,2.1880
12268,1,1,5.044,408.0,2.0580,5.220,420.0,2.1920
12288,1,1,5.044,410.6,2.0580,5.220,421.1,2.1820
12308,1,1,5.044,413.3,2.0700,5.220,419.0,2.1860
12328,1,1,5.044,408.5,2.0580,5.220,420.2,2.1920
12348,1,1,5.048,410.9,2.0740,5.220,430.3,2.2440
12368,1,1,5.048,409.8,2.0680,5.220,429.0,2.2340
12388,1,1,5.040,414.7,2.0680,5.216,424.2,2.2120
12408,1,1,5.044,414.3,2.0900,5.212,445.3,2.3240
12428,1,1,5.040,413.4,2.0840,5.220,420.8,2.1960
12448,1,1,5.048,409.5,2.0640,5.220,419.0,2.1860
12468,1,1,5.044,413.2,2.0840,5.216,418.9,2.1860
12488,1,1,5.044,410.9,2.0680,5.220,420.4,2.1920
12508,1,1,5.048,407.8,2.0800,5.216,461.4,2.4020
12528,1,1,5.044,412.5,2.0800,5.216,418.9,2.1860
12548,1,1,5.044,412.5,2.0780,5.216,419.4,2.1860
12568,1,1,5.044,414.0,2.0880,5.220,419.8,2.2020
12588,1,1,5.044,408.5,2.0900,5.220,418.9,2.1880
12608,1,1,5.044,412.4,2.0640,5.216,421.7,2.1980
12628,1,1,5.048,414.0,2.0900,5.220,420.2,2.1920
12648,1,1,5.048,413.0,2.0840,5.220,420.1,2.1920
12668,1,1,5.036,410.4,2.0700,5.220,418.9,2.1860
12688,1,1,5.044,409.0,2.0620,5.216,418.9,2.1880
12708,1,1,5.040,408.2,2.1000,5.220,419.9,2.1880
12728,1,1,5.044,414.3,2.0940,5.220,419.0,2.1860
12748,1,1,5.044,413.7,2.0840,5.216,420.2,2.1920
12768,1,1,5.048,413.5,2.0800,5.220,419.9,2.1860
12788,1,1,5.048,414.4,2.0680,5.220,420.2,2.1920
12808,1,1,5.040,413.9,2.0880,5.220,421.0,2.1980
12828,1,1,5.048,408.7,2.0640,5.220,419.7,2.1880
12848,1,1,5.048,413.0,2.0800,5.220,419.3,2.1860
12868,1,1,5.052,414.1,2.0880,5.216,418.2,2.1860
12888,1,1,5.048,407.8,2.0780,5.220,419.5,2.1880
12908,1,1,5.048,409.5,2.0880,5.220,418.5,2.1860
12928,1,1,5.048,409.5,2.0680,5.220,430.7,2.2480
12948,1,1,5.044,410.0,2.0700,5.220,419.6,2.1880
12968,1,1,5.048,413.7,2.0840,5.224,420.5,2.1880
12988,1,1,5.048,409.2,2.0940,5.220,419.3,2.1860
13008,1,1,5.044,410.2,2.0580,5.220,418.8,2.1860
13028,1,1,5.044,408.7,2.0640,5.220,418.9,2.1860
13048,1,1,5.044,409.7,2.0680,5.220,419.0,2.1860
13068,1,1,5.044,415.1,2.0900,5.220,420.1,2.1960
13088,1,1,5.044,410.1,2.0840,5.220,427.2,2.1860
13108,1,1,5.044,413.4,2.0740,5.220,419.4,2.1880
13128,1,1,5.052,402.0,2.0260,5.220,421.0,2.1960
13148,1,1,5.072,374.8,1.8980,5.220,419.5,2.1880
13168,1,1,5.068,370.9,1.8780,5.224,419.8,2.1860
13188,1,1,5.064,373.2,1.8640,5.216,419.3,2.1820
13208,1,1,5.060,373.5,1.8540,5.216,419.9,2.1920
13228,1,1,5.052,406.5,2.0380,5.212,444.0,2.3160
13248,1,1,5.064,369.0,1.8680,5.220,418.8,2.1860
13268,1,1,5.068,374.5,1.8980,5.216,419.9,2.1860
13288,1,1,5.060,373.1,1.8800,5.220,419.5,2.1860
13308,1,1,5.068,366.5,1.8900,5.220,423.3,2.2080
13328,1,1,5.072,377.6,1.9100,5.212,460.5,2.3980
13348,1,1,5.060,371.1,1.8780,5.216,419.3,2.1860
13368,1,1,5.068,372.1,1.8840,5.220,420.3,2.1880
13388,1,1,5.056,374.8,1.8580,5.220,418.7,2.1960
13408,1,1,5.060,374.1,1.8580,5.220,419.2,2.1860
13428,1,1,5.064,370.9,1.8780,5.220,428.2,2.2320
13448,1,1,5.072,373.6,1.8940,5.216,418.7,2.1860
13468,1,1,5.064,370.7,1.8740,5.220,419.8,2.1880
13488,1,1,5.072,365.3,1.9000,5.220,420.1,2.1920
13508,1,1,5.068,370.3,1.8780,5.220,418.9,2.1860
13528,1,1,5.056,366.5,1.8520,5.220,418.7,2.1820
13548,1,1,5.068,375.2,1.9000,5.220,419.9,2.1880
13568,1,1,5.072,372.1,1.8880,5.216,419.6,2.1880
13588,1,1,5.072,365.1,1.8840,5.216,419.3,2.1920
13608,1,1,5.068,372.7,1.8680,5.216,420.5,2.1960
13628,1,1,5.068,373.2,1.8900,5.216,419.1,2.1860
13648,1,1,5.060,373.9,1.8980,5.220,419.1,2.1880
13668,1,1,5.060,366.9,1.8580,5.220,419.1,2.1880
13688,1,1,5.064,366.4,1.8980,5.220,420.2,2.1860
13708,1,1,5.060,370.5,1.8880,5.220,419.2,2.1860
13728,1,1,5.056,370.6,1.8780,5.220,418.9,2.1860
13748,1,1,5.080,368.3,1.8680,5.220,419.1,2.1880
13768,1,1,5.068,371.3,1.8840,5.220,419.7,2.1880
13788,1,1,5.076,374.1,1.9040,5.216,419.8,2.1980
13808,1,1,5.060,372.6,1.8800,5.220,419.8,2.1920
13828,1,1,5.060,375.1,1.9000,5.220,422.9,2.2060
13848,1,1,5.088,367.5,1.8680,5.220,418.5,2.1820
13868,1,1,5.060,370.1,1.8740,5.220,419.0,2.1880
13888,1,1,5.072,370.2,1.8880,5.220,419.7,2.1920
13908,1,1,5.064,369.1,1.9000,5.212,452.2,2.3560
13928,1,1,5.056,369.0,1.8680,5.212,451.2,2.3500
13948,1,1,5.056,368.7,1.8740,5.212,452.2,2.3560
13968,1,1,5.072,366.1,1.9040,5.208,455.4,2.3600
13988,1,1,5.072,372.4,1.8800,5.220,419.3,2.1860
14008,1,1,5.072,372.5,1.8740,5.220,419.4,2.1880
14028,1,1,5.072,372.7,1.8880,5.216,419.5,2.1880
14048,1,1,5.040,411.2,2.0640,5.216,419.1,2.1860
14068,1,1,5.060,373.0,1.8640,5.220,418.7,2.1920
14088,1,1,5.068,368.0,1.8780,5.216,420.1,2.1820
14108,1,1,5.048,403.9,2.0420,5.220,418.4,2.1820
14128,1,1,5.052,408.7,2.0640,5.216,420.9,2.1960
14148,1,1,5.048,419.7,2.1080,5.212,458.9,2.3920
14168,1,1,5.044,402.8,2.0340,5.216,419.6,2.1860
14188,1,1,5.104,370.5,1.8740,5.220,420.0,2.1860
14208,1,1,5.064,369.7,1.8780,5.220,418.6,2.1860
14228,1,1,5.068,373.7,1.8940,5.220,424.5,2.2160
14248,1,1,5.060,366.5,1.8520,5.216,459.7,2.3960
14268,1,1,5.084,370.7,1.8640,5.220,420.9,2.1960
14288,1,1,5.068,370.4,1.8980,5.216,419.4,2.1860
14308,1,1,5.068,370.8,1.8840,5.220,418.4,2.1820
14328,1,1,5.068,367.2,1.8580,5.220,420.0,2.1920
14348,1,1,5.068,373.2,1.8900,5.220,419.8,2.1920
14368,1,1,5.060,371.6,1.8740,5.220,418.7,2.1860
14388,1,1,5.060,370.1,1.8880,5.220,419.2,2.1880
14408,1,1,5.072,371.4,1.8800,5.220,419.2,2.1860
14428,1,1,5.064,369.4,1.8680,5.216,419.0,2.1860
14448,1,1,5.064,375.0,1.9000,5.220,418.9,2.1860
14468,1,1,5.056,375.4,1.8580,5.220,420.5,2.1880
14488,1,1,5.068,366.6,1.8980,5.220,419.8,2.1860
14508,1,1,5.068,370.4,1.8980,5.224,419.4,2.1880
14528,1,1,5.060,368.0,1.8620,5.216,420.0,2.1920
14548,1,1,5.064,373.8,1.8940,5.220,420.1,2.1920
14568,1,1,5.084,368.1,1.8740,5.220,420.7,2.1860
14588,1,1,5.060,370.0,1.8940,5.220,419.7,2.1860
14608,1,1,5.060,371.9,1.8800,5.216,423.1,2.2080
14628,1,1,5.056,369.4,1.8680,5.220,419.6,2.1880
14648,1,1,5.060,369.6,1.8720,5.216,418.5,2.1820
14668,1,1,5.084,372.4,1.8540,5.220,421.3,2.2060
14688,1,1,5.068,368.4,1.8800,5.220,419.3,2.1920
14708,1,1,5.060,371.2,1.8640,5.220,419.3,2.1860
14728,1,1,5.060,372.4,1.8840,5.220,419.5,2.1860
14748,1,1,5.064,371.6,1.8840,5.220,419.0,2.1860
14768,1,1,5.072,376.9,1.8840,5.216,418.5,2.1920
14788,1,1,5.060,367.8,1.9000,5.220,419.6,2.1860
14808,1,1,5.052,376.3,1.8800,5.220,420.3,2.1960
14828,1,1,5.060,366.2,1.8520,5.220,419.8,2.1880
14848,1,1,5.060,364.7,1.8440,5.216,420.2,2.1920
14868,1,1,5.028,410.5,1.9920,5.216,418.9,2.2020
14888,1,1,5.060,372.2,1.8640,5.220,420.0,2.1860
14908,1,1,5.060,371.1,1.8980,5.220,420.0,2.1920
14928,1,1,5.072,375.2,1.9000,5.220,419.9,2.1880
14948,1,1,5.072,372.3,1.8840,5.216,419.0,2.1860
14968,1,1,5.060,392.4,2.0880,5.212,458.2,2.2280
14988,1,1,5.060,373.6,1.8580,5.216,420.4,2.1920
15008,1,1,5.060,370.1,1.8680,5.220,420.0,2.1920
15028,1,1,5.060,371.5,1.8800,5.216,420.3,2.1920
15048,1,1,5.064,369.1,1.8680,5.216,418.4,2.1860
15068,1,1,5.072,371.9,1.8880,5.220,455.3,2.4020
15088,1,1,5.064,375.0,1.8640,5.220,419.9,2.1860
15108,1,1,5.060,372.4,1.8580,5.216,419.1,2.1860
15128,1,1,5.060,371.1,1.8800,5.220,419.3,2.1860
15148,1,1,5.064,375.5,1.9000,5.220,419.4,2.1880
15168,1,1,5.064,374.3,1.8580,5.220,422.6,2.2340
15188,1,1,5.064,369.4,1.8880,5.220,419.3,2.1880
15208,1,1,5.060,367.2,1.8940,5.220,419.1,2.1860
15228,1,1,5.056,372.4,1.8840,5.216,419.3,2.1860
15248,1,1,5.068,370.5,1.8780,5.220,419.1,2.1860
15268,1,1,5.060,367.0,1.8980,5.216,419.6,2.1920
15288,1,1,5.068,372.3,1.8840,5.220,424.3,2.1920
15308,1,1,5.068,367.6,1.8720,5.220,420.1,2.1920
15328,1,1,5.060,372.2,1.8840,5.216,419.9,2.1880
15348,1,1,5.064,371.0,1.8800,5.220,419.4,2.1880
15368,1,1,5.072,366.1,1.9000,5.216,420.8,2.1880
15388,1,1,5.064,373.2,1.8880,5.216,419.2,2.1960
15408,1,1,5.056,372.7,1.8620,5.216,420.3,2.1960
15428,1,1,5.072,371.7,1.8800,5.220,423.2,2.2080
15448,1,1,5.064,372.5,1.8840,5.216,420.5,2.1960
15468,1,1,5.076,371.3,1.8740,5.220,419.8,2.1860
15488,1,1,5.080,366.4,1.8840,5.220,420.3,2.1860
15508,1,1,5.064,369.5,1.8800,5.220,419.8,2.1920
15528,1,1,5.060,369.4,1.8720,5.220,419.8,2.1920
15548,1,1,5.064,374.2,1.8980,5.216,420.3,2.1920
15568,1,1,5.056,369.6,1.8780,5.220,418.1,2.1880
15588,1,1,5.088,367.4,1.8800,5.220,419.0,2.1920
15608,1,1,5.068,370.3,1.8880,5.220,419.1,2.1880
15628,1,1,5.064,371.9,1.8840,5.220,418.7,2.1820
15648,1,1,5.056,372.9,1.8880,5.220,418.2,2.1820
15668,1,1,5.068,368.7,1.8620,5.216,420.7,2.1860
15688,1,1,5.040,378.3,1.8800,5.216,419.2,2.1920
15708,1,1,5.060,372.5,1.8900,5.220,419.2,2.1860
15728,1,1,5.060,369.9,1.8720,5.220,420.1,2.1920
15748,1,1,5.068,369.1,1.8720,5.220,419.4,2.1880
15768,1,1,5.060,370.7,1.8800,5.216,419.0,2.1860
15788,1,1,5.048,408.0,2.0700,5.212,458.5,2.2080
15808,1,1,5.068,370.8,1.8740,5.220,419.2,2.1860
15828,1,1,5.064,373.0,1.8900,5.220,419.1,2.1860
15848,1,1,5.064,374.9,1.9000,5.216,419.7,2.1880
15868,1,1,5.068,372.9,1.8740,5.220,422.3,2.1880
15888,1,1,5.060,376.1,1.9240,5.208,460.8,2.3960
15908,1,1,5.056,368.7,1.8640,5.220,418.6,2.1820
15928,1,1,5.064,378.5,1.9160,5.220,419.4,2.1860
15948,1,1,5.060,369.7,1.8720,5.220,418.8,2.1820
15968,1,1,5.064,371.0,1.8720,5.216,432.4,2.2160
15988,1,1,5.060,374.9,1.8620,5.216,430.7,2.3980
16008,1,1,5.068,374.2,1.8980,5.220,419.8,2.1920
16028,1,1,5.072,373.3,1.8900,5.220,420.0,2.1920
16048,1,1,5.072,373.8,1.8940,5.220,420.7,2.1960
16068,1,1,5.064,374.8,1.8580,5.220,419.2,2.2180
16088,1,1,5.064,373.2,1.8720,5.220,419.2,2.1920
16108,1,1,5.060,371.0,1.8800,5.220,421.0,2.1960
16128,1,1,5.064,374.7,1.9000,5.220,420.2,2.1920
16148,1,1,5.060,371.1,1.8800,5.220,420.3,2.1920
16168,1,1,5.060,371.9,1.8840,5.220,418.4,2.1880
16188,1,1,5.060,374.3,1.8540,5.220,419.0,2.1920
16208,1,1,5.068,372.4,1.8840,5.224,418.9,2.1860
16228,1,1,5.056,372.2,1.8800,5.216,419.7,2.1880
16248,1,1,5.068,371.7,1.8840,5.220,418.6,2.1820
16268,1,1,5.072,365.8,1.9040,5.220,419.3,2.1920
16288,1,1,5.068,371.8,1.8840,5.220,420.1,2.1860
16308,1,1,5.080,368.5,1.8640,5.220,420.3,2.1920
16328,1,1,5.064,370.7,1.8780,5.220,419.4,2.1860
16348,1,1,5.060,371.1,1.8800,5.220,418.9,2.1820
16368,1,1,5.064,368.3,1.8780,5.220,419.9,2.1920
16388,1,1,5.056,375.0,1.8540,5.220,422.5,2.1860
16408,1,1,5.088,370.8,1.8840,5.224,419.2,2.1880
16428,1,1,5.056,370.2,1.8740,5.216,419.6,2.1880
